sample,proportion_classified,precision_taxa,recall_taxa,f1_taxa,precision_reads,recall_reads,f1_reads,dissimilarity_species,shannon_diversity,aitchisons_distance,braycurtis_distance,L1_distance
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.00,0.999030928156112,0.8571428571428571,0.02359550561797753,0.045926735921268454,0.7567365386013737,0.7574705820149779,0.7571033823867654,3462,0.3454239446999319,4.317617472494311,0.24289661761323464,6797807.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.05,0.9983627850126221,0.8571428571428571,0.0634441087613293,0.11814345991561181,0.7616420407037318,0.7628910573766052,0.762266037394127,1226,0.21092980591870614,3.051399182247034,0.23773396260587287,6651099.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.10,0.9978938562402241,0.8571428571428571,0.12017167381974249,0.2107904642409034,0.7577020390151595,0.7593012365763651,0.7585007948731132,601,0.11446972755624696,2.6881141979607928,0.24149920512688688,6754854.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.15,0.9974677846290505,0.8571428571428571,0.1826086956521739,0.3010752688172043,0.7534723943453119,0.7553851923403437,0.754427580903628,362,0.07307581109647909,2.635831504478183,0.24557241909637195,6867319.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.20,0.9969460701197443,0.8571428571428571,0.24489795918367346,0.38095238095238093,0.7481370349158721,0.7504287918262345,0.7492811609789853,245,0.04385561188939313,2.6802796720167446,0.2507188390210147,7009405.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.25,0.9963844270218973,0.8571428571428571,0.30434782608695654,0.4491978609625668,0.7419883179949934,0.7446807656485853,0.7433321037289929,178,0.01988599111709899,2.8022911887717443,0.25666789627100717,7173706.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.30,0.9955501409500604,0.8571428571428571,0.37168141592920356,0.5185185185185185,0.7370671730287884,0.7403616781424993,0.7387107523921984,128,-0.011489039542601276,2.9959687560776227,0.2612892476078015,7299818.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.35,0.9944273547545807,0.8571428571428571,0.4263959390862944,0.5694915254237288,0.7332755999752572,0.7373847837846593,0.7353244511284681,99,-0.023422727079867478,3.1466347246306006,0.26467554887153205,7390263.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.40,0.9929569969815701,0.8571428571428571,0.4970414201183432,0.6292134831460674,0.7260175254360823,0.731167137794546,0.7285832323885272,71,-0.0349541760858445,3.328537813815782,0.27141676761147276,7572904.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.45,0.9910420675894576,0.8469387755102041,0.5570469798657718,0.6720647773279351,0.7170190215795806,0.7235000864530488,0.7202449744797921,51,-0.04485155595691026,3.544264811751574,0.27975502552020787,7798053.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.50,0.9890894238954674,0.8469387755102041,0.6058394160583942,0.7063829787234043,0.7072740174031503,0.7150759075125841,0.7111535649493451,39,-0.05088038244443105,3.7351893163104024,0.28884643505065494,8043576.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.55,0.9862027798011913,0.8469387755102041,0.6535433070866141,0.7377777777777779,0.6943127261340255,0.704026332468858,0.6991357913651925,29,-0.057474886404682124,4.01504964645576,0.30086420863480756,8366079.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.60,0.9825784211050376,0.8469387755102041,0.680327868852459,0.7545454545454545,0.6802133629485841,0.6922738667348256,0.6861906250038281,24,-0.06399278271805642,4.325596744091936,0.313809374996172,8710120.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.65,0.9769239186816794,0.8469387755102041,0.7155172413793104,0.7757009345794393,0.6636720701451729,0.6793487777848375,0.6714189290478569,18,-0.07303371528069569,4.77984872725576,0.32858107095214306,9094113.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.70,0.9601086971894417,0.8469387755102041,0.7345132743362832,0.7867298578199051,0.642161203783373,0.6688421901220071,0.6552301968805652,15,-0.08886615534913567,5.310019553597197,0.3447698031194348,9461004.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.75,0.9472411202461944,0.8469387755102041,0.7410714285714286,0.7904761904761906,0.6232153385208594,0.6579268205321169,0.6401008401487174,14,-0.10548903399211085,5.708614658752027,0.35989915985128257,9811342.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.80,0.929954184266079,0.8469387755102041,0.7477477477477478,0.7942583732057418,0.5965868271086402,0.6415228160723502,0.618239367516913,13,-0.1317749024516992,6.07775352960203,0.381760632483087,10314923.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.85,0.915817035350158,0.8469387755102041,0.7614678899082569,0.8019323671497586,0.5682605292545125,0.6204956965418764,0.593230479496859,11,-0.1664563696940169,6.560640686277106,0.406769520503141,10910139.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.90,0.9048547449377479,0.8469387755102041,0.7830188679245284,0.8137254901960785,0.5340568003100573,0.5902127422084738,0.5607323096202915,8,-0.22374453249240833,7.328500508880764,0.43926769037970853,11714371.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-0.95,0.8949243121104195,0.8469387755102041,0.8058252427184466,0.8258706467661691,0.47883341950003694,0.5350546554834869,0.5053852720552723,5,-0.35510920747368235,8.68110186570123,0.49461472794472783,13121599.0
ani95_cLOW_stFalse_r0-kraken2_refseqV205-1.00,0.8868145943491119,0.8367346938775511,0.803921568627451,0.8200000000000001,0.3728081597749256,0.42039019446737075,0.3951720120158727,4,-0.7247878833641961,11.367556793155178,0.6048279879841273,15976769.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.00,0.9998697142857143,0.5746268656716418,0.0185721177038109,0.03598130841121495,0.6991672857142858,0.699258389092979,0.6992128344360719,4012,0.14130630357858287,7.848840586766924,0.30078716556392815,8421492.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.05,0.9998554285714286,0.5746268656716418,0.047384615384615386,0.08754974417282547,0.7349296428571429,0.7350359080484207,0.7349827716117765,1491,0.11396974554855799,7.288114135733291,0.2650172283882235,7419946.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.10,0.9997207857142857,0.5746268656716418,0.09188544152744631,0.15843621399176955,0.7589897857142858,0.7592017656930067,0.7590957609046206,704,0.0376907967323028,7.086396888599916,0.24090423909537942,6744377.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.15,0.9994703571428571,0.5746268656716418,0.14076782449725778,0.2261380323054332,0.7545535714285714,0.7549534271187204,0.7547534463144436,413,-0.018079107397221073,7.3128158510138945,0.24524655368555637,6865085.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.20,0.9990423571428572,0.5746268656716418,0.19642857142857142,0.29277566539923955,0.7585181428571428,0.7592452286271575,0.7588815115866373,258,-0.03002905601713568,7.221357922640566,0.24111848841336278,6748085.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.25,0.9985075,0.5746268656716418,0.2558139534883721,0.3540229885057471,0.7538561428571429,0.754982954917357,0.754419128131511,167,-0.056568130543239725,7.302110709175702,0.245580871868489,6871133.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.30,0.9976512142857142,0.5671641791044776,0.33043478260869563,0.41758241758241754,0.7515347142857143,0.7533040641100093,0.7524183490203871,96,-0.1191099775671347,7.441681165304593,0.24758165097961296,6924145.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.35,0.9964182142857143,0.5671641791044776,0.41081081081081083,0.47648902821316613,0.7499940714285714,0.7526900458821973,0.7513396402235359,51,-0.14224992296961148,7.528371093979114,0.24866035977646395,6950021.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.40,0.9948233571428572,0.5671641791044776,0.5,0.5314685314685315,0.7432519285714285,0.7471194993913851,0.7451806957343555,18,-0.1543763689650275,7.594441587121031,0.2548193042656444,7116473.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.45,0.9928638571428572,0.5671641791044776,0.5891472868217055,0.5779467680608366,0.7370579285714286,0.7423554833514076,0.7396972210917999,-5,-0.17494109967211902,7.708472630960327,0.2603027789082001,7262472.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.50,0.9909128571428572,0.5671641791044776,0.6846846846846847,0.6204081632653061,0.7336230714285714,0.7403507444073935,0.736971554326479,-23,-0.19179694641827627,7.7839948002949155,0.2630284456735209,7331334.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.55,0.9881804285714286,0.5671641791044776,0.7835051546391752,0.6580086580086579,0.7284294285714286,0.7371421326614298,0.7327598824567733,-37,-0.2067262871057025,7.836834662394199,0.2672401175432267,7438502.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.60,0.9848616428571428,0.5671641791044776,0.8444444444444444,0.6785714285714286,0.7215308571428571,0.7326215437222763,0.7270339066094675,-44,-0.21687644361759872,8.000890548189915,0.27296609339053246,7585199.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.65,0.9793966428571429,0.5671641791044776,0.8539325842696629,0.6816143497757847,0.7144288571428571,0.7294581438003412,0.721865281242087,-45,-0.22555290032859876,8.10509903360097,0.278134718757913,7707545.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.70,0.9620802857142857,0.5671641791044776,0.8539325842696629,0.6816143497757847,0.7041019285714286,0.7318536082970206,0.7177096000585967,-45,-0.2316362540046537,8.271834664496025,0.2822903999414033,7754270.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.75,0.949983,0.5671641791044776,0.8539325842696629,0.6816143497757847,0.6952840714285714,0.7318910669228517,0.7131180850587635,-45,-0.23986986479464445,8.422752445132229,0.2868819149412365,7831808.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.80,0.9343287142857143,0.5671641791044776,0.8636363636363636,0.6846846846846847,0.6834395,0.7314765023811596,0.7066425628204277,-46,-0.2518931932512709,8.657823825771079,0.2933574371795723,7944296.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.85,0.9213720714285715,0.5671641791044776,0.8636363636363636,0.6846846846846847,0.6705675,0.7277923010628016,0.6980090009338192,-46,-0.266079805744436,8.828752825970803,0.3019909990661807,8123319.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.90,0.9107017857142857,0.5671641791044776,0.8636363636363636,0.6846846846846847,0.6495671428571429,0.7132599859213754,0.6799251957723088,-46,-0.29032224224971515,9.137434095729946,0.3200748042276912,8561945.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-0.95,0.9012337142857143,0.5671641791044776,0.8735632183908046,0.6877828054298641,0.6026561428571429,0.6687012850321369,0.6339632401096551,-47,-0.360786683606646,10.19383271610917,0.3660367598903449,9742900.0
ani99_cLOW_stTrue_r6-kraken2_refseqV205-1.00,0.8934532142857143,0.5671641791044776,0.8941176470588236,0.6940639269406393,0.5190290714285715,0.5809247346471496,0.5482354330306174,-49,-0.6144532354616441,11.824844414126163,0.45176456696938266,11975531.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00,0.9998092145310099,0.6124661246612466,0.07749014229384536,0.13757418962106227,0.7519201046741512,0.7520635874783986,0.7519918392320135,5095,0.09303676321166332,22.837756169969737,0.24800816076798657,6943575.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.05,0.999809357387969,0.6124661246612466,0.14390321553645335,0.23304975509151843,0.7644878028013964,0.7646335745432938,0.7645606817241064,2403,0.019052316744015307,22.609179651159675,0.2354393182758936,6591681.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.10,0.999728143206673,0.6111111111111112,0.24234282643739924,0.3470565602154675,0.7718619361775106,0.7720718291492012,0.7719668683962092,1123,-0.06007351220078938,22.3436853855695,0.22803313160379093,6384068.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.15,0.9995631434188156,0.6111111111111112,0.33833458364591146,0.43553838725253496,0.7740539333592286,0.7743922317020656,0.7742230455756107,595,-0.1060677259841114,22.472346040590164,0.2257769544243893,6320382.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.20,0.999280715210509,0.6111111111111112,0.42748815165876775,0.5030674846625767,0.7723874355018686,0.7729434019340172,0.7726653187074254,317,-0.12635595662024546,22.927878690138698,0.22733468129257464,6363090.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.25,0.9989284299491615,0.6111111111111112,0.5011111111111111,0.5506715506715506,0.7697938674078848,0.7706196403350557,0.7702065325344968,162,-0.15296975944216928,23.24986065850399,0.22979346746550317,6430778.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.30,0.9983576449687421,0.6097560975609756,0.5913272010512484,0.600400266844563,0.7654430158589796,0.7667022130961345,0.7660720970404198,23,-0.18142739483283155,23.05637181961733,0.2339279029595801,6544611.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.35,0.9975646459883123,0.6097560975609756,0.6578947368421053,0.6329113924050632,0.7583938820650088,0.7602453486246488,0.7593184867264078,-54,-0.19225164509985593,23.051267316864994,0.24068151327359233,6730885.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.40,0.9965045044942085,0.6097560975609756,0.734094616639478,0.6661732050333087,0.7498608216075151,0.7524911510441378,0.7511736837252804,-125,-0.20092989995616595,23.30143977685763,0.24882631627471966,6954969.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.45,0.9951598633658899,0.6084010840108401,0.7808695652173913,0.683929931454684,0.7402096911589685,0.74380983237747,0.742005394906265,-163,-0.20764301280468977,23.07702077893023,0.25799460509373495,7206376.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.50,0.9938013651125306,0.6070460704607046,0.8190127970749543,0.6972762645914397,0.7321300586899245,0.7366965717611221,0.7344062166880931,-191,-0.21135203174746042,22.257454831485713,0.26559378331190686,7413587.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.55,0.991892010424558,0.6070460704607046,0.8389513108614233,0.7044025157232704,0.7224601425512452,0.7283657242505782,0.7254009140759171,-204,-0.2132934010038987,22.229208417335684,0.2745990859240829,7657614.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.60,0.9895143706243806,0.6029810298102981,0.8624031007751938,0.7097288676236044,0.7120022274257076,0.7195471319698331,0.7157547971892818,-222,-0.2123829213982571,22.573833851925784,0.2842452028107182,7917149.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.65,0.9855085186319046,0.6029810298102981,0.8742632612966601,0.7137129109863672,0.6994268150226663,0.7097115872662567,0.7045316687984795,-229,-0.21162949703000145,22.7683606826669,0.29546833120152044,8213179.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.70,0.9713676082416466,0.6016260162601627,0.8809523809523809,0.7149758454106281,0.6818130519546475,0.7019104262585553,0.6917157907071304,-234,-0.20796813611625886,23.00869760153718,0.30828420929286965,8508392.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.75,0.961943334644284,0.6002710027100271,0.8842315369261478,0.7150928167877321,0.6678779984425735,0.6943007705225664,0.6808331175004757,-237,-0.2037833364842534,23.26926676857687,0.31916688249952435,8766634.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.80,0.9506403491766939,0.5989159891598916,0.8893360160965795,0.7157894736842105,0.650387735215769,0.6841575110703433,0.6668453623347614,-241,-0.197220715540519,23.479941906577753,0.33315463766523856,9098120.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.85,0.941362146820097,0.5934959349593496,0.8902439024390244,0.7121951219512195,0.6300531185031334,0.6692993983574128,0.6490835515003162,-246,-0.19850691901229034,23.253500298395263,0.35091644849968384,9537595.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.90,0.9337070852337476,0.5907859078590786,0.8989690721649485,0.7130008176614882,0.6051182219908574,0.6480814289198309,0.6258633757011965,-253,-0.2197226458655086,24.056199782460002,0.37413662429880334,10128602.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.95,0.926683094264593,0.5894308943089431,0.90625,0.7142857142857143,0.5659762008877417,0.6107548571789745,0.5875135382383916,-258,-0.3124885217867508,25.48622632756118,0.4124864617616085,11126244.0
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-1.00,0.9208561017564406,0.5894308943089431,0.919661733615222,0.7184145334434352,0.4958860052894218,0.5385054237503221,0.5163177031699366,-265,-0.6650756497745736,29.087137549292805,0.48368229683006336,13007194.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.00,0.9997062142017755,0.7032967032967034,0.014022787028921999,0.02749731471535983,0.7699544342726955,0.7701807024251346,0.770067551727881,4473,0.32579298685624547,2.889329383686928,0.2299324482721189,6437161.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.05,0.9991997140570612,0.7032967032967034,0.04249667994687915,0.08015028177833437,0.7713122918035119,0.7719300565767223,0.7716210505435248,1415,0.21348477356393936,1.8383134895780289,0.22837894945647522,6392050.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.10,0.9981072137449182,0.7032967032967034,0.09711684370257967,0.17066666666666666,0.7735017924290836,0.7749686424235823,0.7742345226604342,568,0.13656689922819254,1.9859692290806081,0.2257654773395657,6315449.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.15,0.9966820704805915,0.7032967032967034,0.15421686746987953,0.2529644268774704,0.7714829347094099,0.7740511819756198,0.7727649244866688,324,0.10473304851898213,2.235257534387295,0.22723507551333122,6352025.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.20,0.9949644271326935,0.7032967032967034,0.20846905537459284,0.3216080402010051,0.76676650479043,0.7706471546928684,0.7687019320865606,216,0.0935461576097234,2.740225700604707,0.23129806791343946,6460038.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.25,0.9931807837659382,0.7032967032967034,0.25296442687747034,0.37209302325581395,0.7621510749003071,0.7673840325528513,0.7647586020373829,162,0.08806853862042274,2.8365310983190093,0.23524139796261703,6564299.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.30,0.9906446401841829,0.7032967032967034,0.29767441860465116,0.4183006535947712,0.758363573818164,0.7655253388108649,0.7619276273720025,124,0.07367038381560231,3.0353446319658204,0.2380723726279976,6634843.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.35,0.9877226393493256,0.7032967032967034,0.3516483516483517,0.4688644688644689,0.7550819300234086,0.7644675741368328,0.7597457664119399,91,0.06622943869151854,3.308477845808398,0.2402542335880602,6685821.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.40,0.9843537098153456,0.7032967032967034,0.4025157232704403,0.512,0.7501855714815918,0.7621097619699312,0.7561006566227555,68,0.061298286884905906,3.5468187940774554,0.24389934337724448,6775754.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.45,0.9807079230594066,0.7032967032967034,0.4507042253521127,0.5493562231759657,0.7453159986617139,0.7599775439119871,0.7525753696289524,51,0.057983635453451754,3.9769819867860208,0.24742463037104745,6861061.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.50,0.9773894935398553,0.7032967032967034,0.5,0.5844748858447488,0.7405519258719788,0.7576835343194541,0.7490197842067706,37,0.055082468662590145,4.194282073004846,0.2509802157932295,6947997.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.55,0.9731053494586712,0.7032967032967034,0.5663716814159292,0.6274509803921569,0.7344857812816518,0.7547854728064529,0.7444972783467041,22,0.05273457744094845,4.1138544632484635,0.25550272165329574,7057871.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.60,0.9684334195524056,0.7032967032967034,0.64,0.6701570680628273,0.7277362793532227,0.7514572139503103,0.7394065474855631,9,0.052434301310031906,4.022180296393243,0.2605934525144368,7181450.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.65,0.9623398463828132,0.7032967032967034,0.6736842105263158,0.6881720430107526,0.7202663486475281,0.7484532115705519,0.7340893066766159,4,0.050774726562802464,4.046337483260226,0.2659106933233841,7305298.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.70,0.9485846995956284,0.7032967032967034,0.6956521739130435,0.6994535519125683,0.7098539171011192,0.7483295033155419,0.7285841023471329,1,0.03957690142640402,4.039482834290684,0.2714158976528672,7404274.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.75,0.9395597684456481,0.7032967032967034,0.7032967032967034,0.7032967032967034,0.701377128964894,0.7464954891855476,0.723233323742298,0,0.038525427557793535,4.557422212958088,0.276766676257702,7515275.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.80,0.929568265590933,0.6923076923076923,0.7,0.6961325966850829,0.6897541970726278,0.7420156459774864,0.7149311163255367,-1,0.04058803163837155,3.5238479977966444,0.28506888367446326,7700836.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.85,0.9206628344750956,0.6923076923076923,0.7,0.6961325966850829,0.6746098356028102,0.7327436389755329,0.7024760655476282,-1,0.05080911093953677,3.999519898389932,0.2975239344523719,8000202.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.90,0.9127202607772174,0.6923076923076923,0.7,0.6961325966850829,0.6418896119684606,0.7032709139401224,0.6711798114248387,-1,0.06383730875493487,4.634538670783613,0.32882018857516127,8805172.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-0.95,0.8850273957221131,0.6923076923076923,0.7,0.6961325966850829,0.5579758022788006,0.6304616161893339,0.592008162369494,-1,-0.02679800471645244,5.838650670401209,0.4079918376305059,10767058.0
ani99_cLOW_stFalse_r2-kraken2_refseqV205-1.00,0.8849637528467865,0.6923076923076923,0.7078651685393258,0.7,0.39248839785382794,0.44350787994565394,0.41644132123078564,-2,-0.4196610267948908,8.332399987800377,0.5835586787692143,15399813.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.00,0.9998707143041836,0.6538461538461539,0.02008269344359126,0.03896848137535817,0.548556135920552,0.5486270655524657,0.5485915984438139,3282,0.10781166998203862,7.601580587433557,0.4514084015561861,12638620.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.05,0.999853642878051,0.6538461538461539,0.05178979436405179,0.0959774170783345,0.544238136537409,0.5443178013242365,0.5442779660157321,1209,-0.04454045038057508,7.979289337504547,0.4557220339842678,12759285.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.10,0.9997747857464592,0.6538461538461539,0.10445468509984639,0.18013245033112582,0.537276994674715,0.5373980243696278,0.5373375027070009,547,-0.1921125095357219,8.837627379606037,0.46266249729299913,12953093.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.15,0.9996440000508572,0.6538461538461539,0.1559633027522936,0.2518518518518518,0.5331982095431129,0.5333880956780477,0.533293135707708,332,-0.25202842493687605,9.640903339527755,0.46670686429229197,13065468.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.20,0.9994467857933164,0.6538461538461539,0.22442244224422442,0.33415233415233414,0.5310139955694292,0.5313079226603685,0.5311609184524907,199,-0.2649871137375399,10.205716073129917,0.46883908154750925,13123865.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.25,0.9992000001142857,0.6538461538461539,0.2764227642276423,0.38857142857142857,0.5298512100212557,0.5302754303048968,0.5300632352850804,142,-0.25803158536673987,10.511074009027425,0.4699367647149196,13152968.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.30,0.9987855716020612,0.6538461538461539,0.35789473684210527,0.4625850340136054,0.527682281759674,0.528323893299006,0.5280028926131657,86,-0.2538286995686354,12.35061285585274,0.4719971073868343,13207896.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.35,0.9982034288280816,0.6442307692307693,0.4240506329113924,0.5114503816793894,0.5249023535853781,0.5258470752816667,0.5253742897370824,54,-0.2586135961655458,9.158283896731422,0.47462571026291756,13277584.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.40,0.9974262860819592,0.6442307692307693,0.4785714285714286,0.5491803278688525,0.5217817111740413,0.5231280932285016,0.522454034784472,36,-0.25967036481500916,10.336754489422825,0.47754596521552806,13354082.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.45,0.9963803576599489,0.6442307692307693,0.5275590551181102,0.5800865800865802,0.5186768544747351,0.5205610994709637,0.519617268808135,23,-0.2520077942859711,10.564748589877603,0.4803827311918651,13426375.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.50,0.9953054292420815,0.6442307692307693,0.5929203539823009,0.6175115207373272,0.5161818548311636,0.518616536859678,0.517396331675633,9,-0.2450787415038791,11.795421915796158,0.4826036683243671,13481186.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.55,0.9937002151856835,0.6442307692307693,0.6442307692307693,0.6442307692307693,0.5123853553735207,0.5156337369593665,0.5140044139743444,0,-0.2344866505448744,11.870867247843808,0.48599558602565573,13565015.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.60,0.9916810726169897,0.6346153846153846,0.6947368421052632,0.663316582914573,0.5082479988217145,0.5125115451487614,0.5103708679160132,-9,-0.21905925552433025,8.243525075355029,0.4896291320839869,13652593.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.65,0.9884040730851325,0.6346153846153846,0.7333333333333333,0.6804123711340205,0.503304285242245,0.5092090360081861,0.5062394430336659,-14,-0.1990146237370931,8.550124288789506,0.4937605569663342,13745139.0
