sample,proportion_classified,precision_taxa,recall_taxa,f1_taxa,precision_reads,recall_reads,f1_reads,dissimilarity_species,shannon_diversity,aitchisons_distance,braycurtis_distance,L1_distance
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.70,0.9773501460928363,0.6346153846153846,0.7674418604651163,0.6947368421052632,0.4967339290380101,0.5082456180354696,0.5024238423523889,-18,-0.18125860471213429,8.629274141882824,0.49757615764761115,13774354.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.75,0.9686736473323361,0.6346153846153846,0.7764705882352941,0.6984126984126985,0.49175464403505087,0.507657708444233,0.4995796481569265,-19,-0.16142604826464257,8.932648033276687,0.5004203518430734,13792303.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.80,0.9551496492643358,0.6346153846153846,0.8048780487804879,0.7096774193548387,0.48482221645396906,0.5075877029608744,0.49594384413120823,-22,-0.1370221832245866,9.081084541895077,0.5040561558687918,13797075.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.85,0.9455198649257336,0.6346153846153846,0.8048780487804879,0.7096774193548387,0.47497514643212196,0.5023428529123808,0.4882758125425291,-22,-0.1115322803433525,9.221766075475848,0.511724187457471,13937976.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.90,0.9381526516924783,0.6346153846153846,0.8148148148148148,0.7135135135135134,0.4593507200927543,0.4896332374737316,0.4740088142093756,-23,-0.09337808625828803,9.543531887088898,0.5259911857906244,14272319.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-0.95,0.9314547240778965,0.625,0.8441558441558441,0.7182320441988951,0.4296859386162945,0.46130630669318534,0.4449350360220663,-27,-0.12151239617864995,10.064165719545104,0.5550649639779337,15009162.0
ani95_cLOW_stTrue_r1-kraken2_refseqV205-1.00,0.9258690105901414,0.6153846153846154,0.8421052631578947,0.7111111111111111,0.3586164487690787,0.3873295732627443,0.3724203949459557,-28,-0.34282571079256385,10.400659003526512,0.6275796050540442,16920908.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.00,0.9919088594546116,0.7386363636363636,0.006780721886083872,0.01343808145544759,0.7993122716250652,0.8058323746241736,0.8025590807843673,9498,0.18105095802800442,0.5549823410755567,0.19744091921563273,5505982.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.05,0.9865898609743254,0.7386363636363636,0.02955889040472942,0.05684302579798863,0.8000681285519633,0.8109429867461245,0.8054688532031155,2111,0.061778314376319976,0.6260222684102096,0.19453114679688452,5410352.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.10,0.9838350760471212,0.7272727272727273,0.07529411764705882,0.13646055437100213,0.7984390575888407,0.8115578281644831,0.8049449949032716,762,0.022374321959403254,0.624257474611163,0.19505500509672838,5417399.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.15,0.9824073621693251,0.7272727272727273,0.12075471698113208,0.20711974110032363,0.7998801286056776,0.8142041269310157,0.806978569460495,442,-0.0011028754738129365,0.3445599210440553,0.19302143053950516,5357061.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.20,0.9796335772475494,0.7272727272727273,0.16623376623376623,0.27061310782241016,0.7986442718159223,0.8152479563428727,0.8068607049253473,297,-0.020885132088237057,0.42481422891191306,0.1931392950746527,5352832.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.25,0.9786685060947126,0.7272727272727273,0.2140468227424749,0.330749354005168,0.7966466295295345,0.8140106936806214,0.8052350629483377,211,-0.021609905683565245,0.5485191343948205,0.19476493705166248,5395255.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.30,0.9774037921703451,0.7159090909090909,0.2581967213114754,0.3795180722891566,0.7814257767354924,0.7994912471132535,0.7903552929650453,156,-0.009097085661688098,0.720505983095274,0.20964470703495466,5803733.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.35,0.9636260818211195,0.7159090909090909,0.30434782608695654,0.42711864406779665,0.7786104203970228,0.8080005669061564,0.7930332842950615,119,-0.05955684373164427,0.8753440597965015,0.20696671570493852,5689675.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.40,0.9620595108401397,0.7045454545454546,0.3333333333333333,0.4525547445255475,0.7689357088755118,0.7992600251974242,0.783804675268243,98,-0.06249039939518042,1.0478200677985183,0.21619532473175698,5938635.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.45,0.96027593992116,0.7045454545454546,0.3780487804878049,0.4920634920634921,0.7641384959604297,0.7957488719577485,0.7796233993375059,76,-0.055798241852372144,1.2786490384950633,0.220376600662494,6047987.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.50,0.9586890832316906,0.7045454545454546,0.4,0.5102880658436215,0.7592979259148783,0.7920168688635996,0.7753123580615394,67,-0.04904259991078597,1.4964045388058622,0.2246876419384607,6161307.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.55,0.9566285838204046,0.7045454545454546,0.4161073825503356,0.5232067510548523,0.7522204279370206,0.7863244321353468,0.7688944484990368,61,-0.03717969090460649,1.7857617446187943,0.23110555150096332,6330630.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.60,0.9469506580140977,0.7045454545454546,0.46616541353383456,0.5610859728506788,0.7433157161955096,0.7849571779741491,0.7635691363166816,45,-0.05135683635073196,2.099413537055872,0.2364308636833185,6444471.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.65,0.9436226589649546,0.7045454545454546,0.49206349206349204,0.5794392523364486,0.7311832910904883,0.774868305825246,0.7523922276969833,38,-0.03554382438196324,2.445740393589937,0.24760777230301656,6737587.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.70,0.932612590682117,0.7045454545454546,0.5210084033613446,0.5990338164251209,0.7145202244227931,0.7661490221788554,0.739434512501652,31,-0.03179759384998704,2.807273381190722,0.2605654874983479,7050012.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.75,0.9270838779760349,0.7045454545454546,0.5486725663716814,0.6169154228855721,0.6995325144192815,0.7545514823820122,0.7260011070758187,25,-0.014622853356132559,3.1305524040945736,0.27399889292418134,7392266.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.80,0.9222492365002182,0.7045454545454546,0.5535714285714286,0.62,0.6777227349363615,0.7348585481167824,0.7051351323934154,24,0.007381394126083407,3.5438519989990347,0.29486486760658465,7935255.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.85,0.9183568804694627,0.7045454545454546,0.5904761904761905,0.6424870466321243,0.6481351005328284,0.7057551528350315,0.6757190042493199,17,0.026962320878157975,4.014001838103334,0.32428099575068015,8709216.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.90,0.9152518099280543,0.7045454545454546,0.6078431372549019,0.6526315789473683,0.6045643986958861,0.6605443356002862,0.6313158359250904,14,0.01791262724634013,4.57742473723176,0.3686841640749095,9885725.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-0.95,0.9134910247168501,0.7045454545454546,0.6326530612244898,0.6666666666666666,0.526449206728798,0.5763047391647649,0.5502499880360815,10,-0.12493818292553271,5.470101193804409,0.44975001196391845,12048300.0
ani100_cLOW_stFalse_r2-kraken2_refseqV205-1.00,0.9149100957399726,0.7045454545454546,0.6813186813186813,0.6927374301675978,0.3854542470130723,0.42130286768922326,0.4025820824388337,3,-0.7095723448553857,7.6799852664147545,0.5974179175611664,16016027.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.00,0.999809071455847,0.8217821782178217,0.02394000576867609,0.04652466367713005,0.7689870330018524,0.7691338826143188,0.7690604507979708,3366,0.2590644204185324,3.5769845567378034,0.2309395492020293,6465691.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.05,0.9997086428987653,0.8217821782178217,0.06184798807749627,0.11503811503811504,0.7749848178593117,0.775210680996173,0.7750977329736382,1241,0.16934220981711867,3.4708142452001303,0.22490226702636187,6296347.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.10,0.9994888572158775,0.8217821782178217,0.1172316384180791,0.20519159456118666,0.7858145305979242,0.7862163994372553,0.7860154136513727,607,0.07223156699326161,3.7175248953849502,0.21398458634862733,5990038.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.15,0.9991749286892959,0.8217821782178217,0.17659574468085107,0.29071803852889666,0.7860722448468221,0.7867213460589739,0.7863966615089443,369,0.04953686704792748,3.2480696098449284,0.2136033384910556,5978427.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.20,0.9987105716127754,0.8217821782178217,0.24269005847953215,0.37471783295711064,0.7839055308706384,0.7849176259391573,0.7844112519383923,241,0.039072075676437557,3.599360271475317,0.21558874806160772,6032594.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.25,0.9981215716969183,0.8217821782178217,0.3018181818181818,0.4414893617021276,0.782414388226516,0.7838868634973233,0.7831499337270507,174,0.030526390901042255,4.02606469923671,0.2168500662729493,6066100.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.30,0.9971943575436633,0.8217821782178217,0.3624454148471616,0.503030303030303,0.782021102568414,0.7842213472754956,0.7831196794789834,128,0.0193869199131651,4.409283404919904,0.21688032052101652,6064131.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.35,0.9959248577250204,0.8217821782178217,0.42783505154639173,0.5627118644067797,0.7862541019636997,0.7894713098734486,0.7878594215815138,93,-0.006622265330253008,4.669965852081564,0.21214057841848635,5927834.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.40,0.9942007865427448,0.8217821782178217,0.49404761904761907,0.617100371747212,0.7838889594444344,0.7884614154957036,0.7861685390300412,67,-0.012071204753564935,5.010516701208162,0.21383146096995878,5969921.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.45,0.9921396439800508,0.8217821782178217,0.5724137931034483,0.6747967479674798,0.7807713884612302,0.7869571518471944,0.7838520666165196,44,-0.01594832402929658,5.390202156498925,0.2161479333834804,6028357.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.50,0.9900959299862957,0.8217821782178217,0.6335877862595419,0.7155172413793104,0.7774021746568321,0.7851786388694604,0.7812710562773579,30,-0.019509654629324302,5.700305482413679,0.21872894372264198,6094083.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.55,0.9872817875311732,0.8217821782178217,0.6916666666666667,0.751131221719457,0.7724427467938934,0.7823933921899715,0.7773862284054939,19,-0.023435634228293978,6.174165393073284,0.22261377159450618,6193549.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.60,0.9839349308664385,0.8217821782178217,0.7155172413793104,0.7649769585253456,0.7658986048716279,0.7784037143565875,0.7721005290603347,15,-0.025053712230729275,6.465850598336545,0.22789947093966526,6329929.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.65,0.97811686026902,0.8217821782178217,0.7685185185185185,0.7942583732057416,0.7547106778984746,0.7715956125026819,0.7630597494587206,7,-0.02089135059377778,6.638300902404203,0.2369402505412795,6561738.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.70,0.9573035060994991,0.8217821782178217,0.7904761904761904,0.8058252427184466,0.7353058235277395,0.7681010451154809,0.7513457378851294,4,-0.019094201371275155,6.8652540836197975,0.24865426211487063,6813687.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.75,0.9448050078849989,0.8118811881188119,0.8118811881188119,0.8118811881188119,0.7225133253552393,0.7647221588850671,0.7430187832979533,0,-0.020965401032340125,6.872147255614376,0.25698121670204666,6996898.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.80,0.9325314382097946,0.8118811881188119,0.8118811881188119,0.8118811881188119,0.706578184774545,0.757699049944077,0.7312462512165759,0,-0.023602653646281446,7.041712718710992,0.2687537487834241,7271252.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.85,0.9223601539485494,0.8118811881188119,0.8118811881188119,0.8118811881188119,0.6878241874536875,0.7457219227317742,0.7156038747899439,0,-0.02374938738303012,7.5623422255706805,0.28439612521005614,7653966.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.90,0.9135104409270799,0.8118811881188119,0.8118811881188119,0.8118811881188119,0.6594084057987992,0.7218400318770257,0.6892132822429976,0,-0.018708523352552575,7.9233297115738806,0.3107867177570024,8325712.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-0.95,0.9051342278379675,0.8118811881188119,0.8118811881188119,0.8118811881188119,0.6022339853951449,0.6653532336675194,0.6322221044535926,0,-0.00404592543182325,8.688126244346321,0.36777789554640744,9809329.0
ani97_cLOW_stFalse_r7-kraken2_refseqV205-1.00,0.8981713002612428,0.7920792079207921,0.8163265306122449,0.8040201005025126,0.4895630014909998,0.5450664047588751,0.5158259440795695,-3,-0.06768585193078902,10.014008846021722,0.4841740559204305,12866636.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.00,0.9997796427941836,0.5338582677165354,0.05233096634763816,0.09531843104175454,0.5919974548564156,0.5921279345135508,0.5920626874961581,5843,0.07608355638153075,19.46922659830796,0.40793731250384196,11420983.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.05,0.9997487856425101,0.5338582677165354,0.1099935107073329,0.18240516545601293,0.614549961299989,0.6147043838668282,0.6146271628838987,2447,0.012529394446082698,19.167861163776962,0.3853728371161012,10789081.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.10,0.9996357141816327,0.5338582677165354,0.1917420814479638,0.28214731585518105,0.6329029665437047,0.6331336081382812,0.633018266332301,1133,-0.08964207332571839,19.017089182558635,0.3669817336676991,10273614.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.15,0.9994385712681633,0.5338582677165354,0.2760586319218241,0.3639291465378422,0.6360838960239703,0.6364412124067405,0.6362625040493521,593,-0.0725191174288291,19.336120191164465,0.36373749595064786,10181788.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.20,0.999118428319551,0.5338582677165354,0.36295503211991437,0.4321223709369025,0.6385051110014602,0.639068495689127,0.6387866791245423,299,-0.05867664106352155,19.242473347569145,0.36121332087545754,10109512.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.25,0.9987228567779591,0.5322834645669291,0.43112244897959184,0.4763918252290345,0.6383513252432358,0.6391676338545611,0.638759218746605,149,-0.10290021786976578,18.733505564370812,0.36124078125339504,10108280.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.30,0.9980724280206937,0.5291338582677165,0.5121951219512195,0.5205267234701781,0.6332974666564191,0.6345205506902235,0.6339084187090941,21,-0.12244521403513886,18.23054210891135,0.36609158129090597,10240682.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.35,0.9971716420490406,0.5291338582677165,0.5853658536585366,0.5558312655086849,0.6315323232949495,0.6333235891037212,0.6324266878203973,-61,-0.13149738850139414,18.240339018972858,0.3675733121796026,10277495.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.40,0.9959928559979588,0.5275590551181102,0.6620553359683794,0.5872042068361086,0.6365073961449703,0.639068234588095,0.637785244804124,-129,-0.15241586078053615,18.247985787887202,0.3622147551958761,10121690.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.45,0.9945302841515098,0.5275590551181102,0.7314410480349345,0.6129917657822507,0.6247758927931122,0.6282120341123086,0.6264892518880928,-177,-0.15417639079750955,18.540941467398664,0.3735107481119072,10429696.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.50,0.9930584980167138,0.525984251968504,0.7713625866050808,0.6254681647940075,0.6168201048057442,0.621131691675391,0.6189683899589903,-202,-0.1604407101223062,18.90082443587344,0.3810316100410098,10631853.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.55,0.9909308545516727,0.525984251968504,0.8126520681265207,0.638623326959847,0.6050217442919269,0.610558992600606,0.6077777567299479,-224,-0.16852638652138552,19.291624573405098,0.39222224327005206,10932420.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.60,0.9883387109539175,0.525984251968504,0.8287841191066998,0.6435452793834296,0.5943097412313546,0.6013219300676215,0.5977952729655713,-232,-0.16764620110311856,19.67760409187974,0.40220472703442867,11196066.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.65,0.983979495422713,0.525984251968504,0.835,0.6454106280193236,0.5823937378267823,0.591875888202923,0.5870965291430048,-235,-0.17273935108886018,20.065201077582493,0.41290347085699536,11468685.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.70,0.9698554913872832,0.5244094488188976,0.8387909319899244,0.6453488372093023,0.5684048052585158,0.5860716470713265,0.5771030491766815,-238,-0.17768081379888656,20.18485696533701,0.4228969508233184,11662639.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.75,0.9600367742962213,0.5244094488188976,0.8494897959183674,0.6484907497565726,0.556738801925372,0.5799140374945566,0.568090159558641,-243,-0.18192345864489567,20.7348086805883,0.4319098404413592,11851825.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.80,0.9474244135498324,0.5244094488188976,0.8604651162790697,0.6516634050880625,0.5407479402136972,0.5707557589608757,0.5553467815759825,-248,-0.18889359059501842,21.17815358822749,0.4446532184240176,12122996.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.85,0.9356842673383621,0.5228346456692914,0.8691099476439791,0.6529006882989183,0.5224817207090631,0.5583953251616693,0.5398418838496786,-253,-0.20239895549341913,22.148443936107718,0.4601581161503215,12470088.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.90,0.9271064077446879,0.5165354330708661,0.8677248677248677,0.6475814412635734,0.501694929055694,0.541140612193734,0.5206717460327814,-257,-0.24174083047748685,21.961680201057145,0.4793282539672185,12932028.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-0.95,0.919462976989422,0.5118110236220472,0.8689839572192514,0.6442021803766105,0.46684749052785446,0.5077393024093729,0.48643552506553733,-261,-0.3495100176559678,23.458668375116385,0.5135644749344627,13800748.0
ani99_cHIGH_stTrue_r1-kraken2_refseqV205-1.00,0.9132653323615235,0.5007874015748032,0.8736263736263736,0.6366366366366367,0.39609825602807314,0.4337165136925119,0.41405470462287963,-271,-0.7280993597851415,25.296650737866713,0.5859452953771204,15694959.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.00,0.9930571378979557,0.6674698795180722,0.016697811803001988,0.03258056927781698,0.7091405779575557,0.7140984651282225,0.7116108860837522,16174,0.1718293660895851,9.700598404403046,0.2883891139162478,8046858.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.05,0.9877173483695345,0.6674698795180722,0.04893128422540187,0.09117840684660962,0.7100493643209745,0.7188791059437014,0.7144369544325876,5246,0.045494278295908686,9.790516140990855,0.2855630455674124,7946655.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.10,0.9841537743955532,0.6674698795180722,0.11575428332636857,0.19729344729344728,0.7094740781957701,0.7208975839487223,0.7151402147869332,1978,-0.0029057525866935663,9.986001850015466,0.2848597852130667,7912873.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.15,0.9817825584161132,0.6650602409638554,0.18229854689564068,0.286158631415241,0.7078268627334734,0.7209609262924714,0.7143335273867635,1099,-0.021502758396178656,10.671324286575544,0.2856664726132365,7925798.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.20,0.9798686284775918,0.6650602409638554,0.23793103448275862,0.3504761904761905,0.7057466469618907,0.7202461906127144,0.712922702860917,745,-0.03363687356891276,10.375388486794765,0.28707729713908303,7957249.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.25,0.978339127385091,0.6626506024096386,0.2803261977573904,0.3939828080229226,0.703067502191073,0.7186337360034192,0.710765401602673,566,-0.03924793454542019,8.543880358053304,0.28923459839732696,8010852.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.30,0.9764889832064165,0.6578313253012048,0.3230769230769231,0.4333333333333333,0.7001176429411735,0.7169744410656378,0.7084457832953739,430,-0.04776242853112933,9.02908469560601,0.291554216704626,8067546.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.35,0.9745106246504461,0.6578313253012048,0.37193460490463215,0.475195822454308,0.6964727117662227,0.7146897059393736,0.7054636253370594,319,-0.05186766676374521,9.117968686834333,0.29453637466294064,8141907.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.40,0.9724066945762104,0.655421686746988,0.4152671755725191,0.508411214953271,0.6922518516084655,0.7118953987767015,0.7019362218877503,240,-0.056366354192713075,9.375792411037832,0.29806377811224977,8230636.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.45,0.9699277642341173,0.655421686746988,0.4533333333333333,0.5359605911330049,0.6875454196752998,0.70886249989782,0.6980412502004698,185,-0.059766576954487505,9.535041365772326,0.3019587497995302,8327711.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.50,0.9675798339855957,0.655421686746988,0.4865831842576029,0.5585215605749486,0.6830532736094812,0.7059399644532585,0.6943080649753007,144,-0.06297095683344178,9.787329522889864,0.3056919350246993,8420620.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.55,0.9651156179397271,0.655421686746988,0.518095238095238,0.5787234042553191,0.6764398403141717,0.7008899532246677,0.6884478797470114,110,-0.06285885164234184,9.868874429655843,0.31155212025298856,8571297.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.60,0.9623516873940624,0.653012048192771,0.5496957403651116,0.5969162995594713,0.668866334904525,0.6950331606065325,0.6816987385097695,78,-0.06425945862113469,10.258338687936359,0.3183012614902305,8744660.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.65,0.957674255481611,0.653012048192771,0.5645833333333333,0.605586592178771,0.657432612451866,0.6864887603366193,0.6716465832975158,65,-0.06372059961334475,10.946449957260635,0.3283534167024842,8999320.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.70,0.9417296726640519,0.653012048192771,0.5827956989247312,0.6159090909090909,0.6407686005490004,0.6804167046540384,0.6599977428061511,50,-0.07042021358210082,11.410617082099751,0.34000225719384897,9242688.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.75,0.9339688099777214,0.6506024096385542,0.5856832971800434,0.6164383561643836,0.6257353040966458,0.6699745188616865,0.6470996852362413,46,-0.07567626023419738,12.285427866503522,0.35290031476375877,9554968.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.80,0.9266878047770034,0.6506024096385542,0.6,0.6242774566473989,0.6091329350949536,0.6573227056133909,0.6323109884068169,35,-0.08131895692468749,13.015488131918563,0.3676890115931831,9917900.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.85,0.9203480859629185,0.6457831325301204,0.6036036036036037,0.6239813736903376,0.5831829165592262,0.63365472852488,0.6073720913641563,29,-0.09473832021127038,12.294260212699951,0.3926279086358438,10555744.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.90,0.9146082961487829,0.6457831325301204,0.6090909090909091,0.6269005847953216,0.549411106722219,0.6007064543757913,0.573914891967568,25,-0.12569834225819498,13.227631183273667,0.42608510803243205,11420997.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-0.95,0.909226220875872,0.6409638554216868,0.62004662004662,0.6303317535545024,0.4805725575518268,0.5285511421886664,0.5034212837610835,14,-0.24461953621503785,14.478343313101853,0.4965787162389164,13273126.0
ani100_cHIGH_stFalse_r0-kraken2_refseqV205-1.00,0.9042663601902573,0.6313253012048192,0.6328502415458938,0.632086851628468,0.3372387408848149,0.37294181861842124,0.35419282505323574,-1,-0.784198775203107,21.23515183829649,0.6458071749467642,17217032.0
ani99_cHIGH_stFalse_r7-kraken2_refseqV205-0.00,0.998380855292406,0.7612687813021702,0.0544737785210847,0.10167224080267559,0.5570654223604827,0.5579688546785377,0.5575167725262982,7772,0.19585447777356713,16.369155123538818,0.4424832274737019,12379486.0
ani99_cHIGH_stFalse_r7-kraken2_refseqV205-0.05,0.9974201399087314,0.7612687813021702,0.13889734998477002,0.23493044822256567,0.5926478915975903,0.5941807949173961,0.5934133533115075,2684,0.1088934851641028,16.30942044490677,0.4065866466884925,11369728.0
ani99_cHIGH_stFalse_r7-kraken2_refseqV205-0.10,0.996801139201302,0.7612687813021702,0.23861852433281006,0.3633466135458167,0.6006849722113968,0.6026126461820683,0.6016472651369421,1312,0.02088642092093007,17.115399867045856,0.39835273486305794,11136024.0
ani99_cHIGH_stFalse_r7-kraken2_refseqV205-0.15,0.9962499242856278,0.7562604340567612,0.33162518301610544,0.46106870229007646,0.6022245453994804,0.6044914340458418,0.6033558604792342,767,-0.02316591136591306,16.83970737076119,0.3966441395207659,11085199.0
ani99_cHIGH_stFalse_r7-kraken2_refseqV205-0.20,0.9955457091950962,0.7529215358931552,0.4019607843137255,0.5241138872748402,0.6002685431640493,0.602954276855223,0.6016084125741904,523,-0.039447576277520824,15.959621081047707,0.39839158742580966,11130108.0
ani99_cHIGH_stFalse_r7-kraken2_refseqV205-0.25,0.994792994049136,0.7529215358931552,0.4569402228976697,0.5687263556116016,0.5962828957518809,0.5994039959256373,0.5978393723365896,388,-0.04677305491412653,17.03515297307932,0.40216062766341043,11231168.0
